Program,UW Course Code,UW Course,Foreign Course,Host University,Year Taken,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Controls,AE2235 - Aerospace Systems and Control Theory,Delft University of Technology ,2020,
Systems Design Engineering,SYDE 352,SYDE 352 - Control Systems,SC42000 - Control System Design,Delft University of Technology ,2018,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,ME 273 - Introduction to Control of Dynamical Systems,Ecole Polytechnique Fédérale de Lausanne ,2017,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,ME 273 - Introduction to Control of Dynamical Systems,Ecole Polytechnique Fédérale de Lausanne ,2017,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,ELEC 2540 - Control Systems,University of Leeds ,2017,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,AUT.210 - Systems and Control,Tampere University of Technology ,2023,
Systems Design Engineering,SYDE 352,SYDE 352 - Introduction to Control Systems,ASE1259 - Introduction to Control,Tampere University of Technology ,2020,
Systems Design Engineering,SYDE 362,SYDE 362 - Systems Design Methods 2,EE3080 - Design and Innovation Project,Nanyang Technological University ,2020,
Systems Design Engineering,SYDE 362,SYDE 362 - Systems Design Methods 2,EE3080 - Design and Innovation Project,Nanyang Technological University ,2020,
Systems Design Engineering,SYDE 362,SYDE 362 - Systems Design Workshop 1,EE3080 - Design and Innovation Project,Nanyang Technological University ,2018,
Systems Design Engineering,SYDE 362,SYDE 362 - Systems Design Workshop 1,EE3080 - Design and Innovation Project,Nanyang Technological University ,2018,
Systems Design Engineering,SYDE 362,SYDE 362 - Systems Design Workshop 1,EE3080 - Design and Innovation Project,Nanyang Technological University ,2018,
Systems Design Engineering,SYDE 362,SYDE 362 - Systems Design Methods 2: Testing  Verification and Validation,ETSN20 - Software Testing,Lunds Universitet,2022,
Systems Design Engineering,SYDE 362,SYDE 362 - Systems Design Methods 2,MMKF35 - Industrial Design,Lunds Universitet,2020,
Systems Design Engineering,SYDE 362,SYDE 362 - Systems Design Methods 2,MMKF35 - Industrial Design,Lunds Universitet,2020,
Systems Design Engineering,SYDE 362,SYDE 362 - Systems Design Methods 2,MMKF35 - Industrial Design,Lunds Universitet,2020,
Systems Design Engineering,SYDE 362,SYDE 362 - Systems Design Methods 2,MMKF35 - Industrial Design,Lunds Universitet,2020,
Systems Design Engineering,SYDE 362,SYDE 362 - Systems Design Workshop 1,MMKF35 - Industrial Design,Lunds Universitet,2018,
Systems Design Engineering,SYDE 362,SYDE 362 - Systems Design Workshop,ENGG 4810 - Team Project II,University of Queensland ,2014,
Systems Design Engineering,SYDE 362,SYDE 362 - Systems Design Methods 2,101080-13 - Research and Design,Delft University of Technology ,2020,
Systems Design Engineering,SYDE 362,SYDE 362 - Systems Design Methods 2: Testing  Verification and Validation,ME454 - Modelling and Optimizatioin of Energy Systems,Ecole Polytechnique Fédérale de Lausanne ,2022,
Systems Design Engineering,SYDE 362,SYDE 362 - Systems Design Workshop 1,ME 314 - Projet d'ingenierie simultantee (Concurrent engineering project),Ecole Polytechnique Fédérale de Lausanne ,2017,
Systems Design Engineering,SYDE 362,SYDE 362 - Systems Design Workshop 1,ME 314 - Projet d'ingenierie simultantee (Concurrent engineering project),Ecole Polytechnique Fédérale de Lausanne ,2017,
Systems Design Engineering,SYDE 362,SYDE 362 - Systems Design Methods 2: Testing  Verification and Validation,30.007 - Engineering Design Innovation,Singapore University of Technology and Design ,2023,
Systems Design Engineering,SYDE 362,SYDE 362 - Systems Design Methods 2: Testing  Verification and Validation,30.007 - Engineering Design Innovation,Singapore University of Technology and Design ,2023,
Systems Design Engineering,SYDE 362,SYDE 362 - System Design Methods 2,30.007 - Engineering Design Innovation,Singapore University of Technology and Design ,2020,
Systems Design Engineering,SYDE 372,SYDE 372 - Introduction to Pattern Recognition,Mustererkennung + Seminar,Technische Universität Braunschweig ,2016,
Systems Design Engineering,SYDE 372,SYDE 372 - Introduction to Pattern Recognition,ET-NT-17 Musterekennung,Technische Universität Braunschweig ,2013,
Systems Design Engineering,SYDE 381,SYDE 381 - Thermodynamics,14016 - Physics I,Universidad Carlos III de Madrid ,2022,
Systems Design Engineering,SYDE 383,SYDE 383 - Fluid Mechanics,15499 - Engineering Fluid Mechanics,Universidad Carlos III de Madrid ,2022,
Systems Design Engineering,SYDE 411,SYDE 411 - Optimization and Numerical Methods,AM2020 - Optimization,Delft University of Technology ,2022,
Systems Design Engineering,SYDE 522,SYDE 522 - Foundations of Artificial Intelligence,50.007 - Machine Learning,Singapore University of Technology and Design ,2023,
Systems Design Engineering,SYDE 522,SYDE 522 - Foundations of Artificial Intelligence,50.007 - Machine Learning,Singapore University of Technology and Design ,2023,
Systems Design Engineering,SYDE 542,SYDE 542 - Interface Design,BE4M39NUR - User Interface Design,Czech Technical University ,2019,
Systems Design Engineering,SYDE 542,SYDE 542 - Interface Design,50.006 - User Interface Design Implementation,Singapore University of Technology and Design ,2020,
Systems Design Engineering,SYDE 572,SYDE 572 - Introduction to Pattern Recognition,BE5833RPZ - Pattern Recognition,Czech Technical University ,2019,
Systems Design Engineering,SYDE 599,SYDE 599 - Special Topics (Acoustics),EE548 - Audio Engineering,Ecole Polytechnique Fédérale de Lausanne ,2022,
Systems Design Engineering ,CS 348,CS 348 - Introduction to Database Management,BT2102 - Data Management and Visualization,National University of Singapore ,2018,
Systems Design Engineering ,CS 486,CS 486 - Introduction to Artificial Intelligenced,CS3243 - Introduction to Artificial Intelligence,National University of Singapore ,2018,
Systems Design Engineering ,CS 488,CS 488 - Introduction to Computer Graphics,CS3241 - Computer Graphics,National University of Singapore ,2018,
Systems Design Engineering ,ECE 361,ECE 361 - Power Systems and Components,EE3506C - Introduction to Electrical Energy Systems,National University of Singapore ,2020,
Systems Design Engineering ,ECE 457B,ECE 457B - Fundamentals of Computer Intelligence,EE4305 - Fuzzy Neural Systems,National University of Singapore ,2020,
Systems Design Engineering ,GENE 21D,GENE 21D - technical elective,ST2137 - Computer Aided Data Analysis,National University of Singapore ,2020,
Systems Design Engineering ,GENE 21D,GENE 21D - technical elective,CS3230 - Design and Analysis of Algorithms,National University of Singapore ,2018,
Systems Design Engineering ,GENE 21D,GENE 21D - technical elective,PC3236 - Computational Methods in Physics,National University of Singapore ,2018,
Systems Design Engineering ,GENE 21D,GENE 21D - technical elective,CS2107 - Introduction to Information Security,National University of Singapore ,2018,
Systems Design Engineering ,GENE 22A,GENE 22A - complementary studies elective (list A),NM1101E - Communications  New Media and Society,National University of Singapore ,2020,
Systems Design Engineering ,GENE 22C,GENE 22C - complementary studies elective (list C),DEP5102 - Urban Planning History and Theory,National University of Singapore ,2020,
Systems Design Engineering ,GENE 22D,GENE 22D - complementary studies elective (list D),GET1036 - The Logic of Language,National University of Singapore ,2020,
Systems Design Engineering ,GENE 22D,GENE 22D - complementary studies elective (list D),PS2256 - Politics of Screen,National University of Singapore ,2020,
Systems Design Engineering ,GENE 22D,GENE 22D - complementary studies elective (list D),NM3230 - Digital Storytelling,National University of Singapore ,2020,
Systems Design Engineering ,JAPAN 101R,JAPAN 101R - First-Year Japanese 1,LAJ1201 - Japanese 1,National University of Singapore ,2018,
Systems Design Engineering ,JAPAN 101R,JAPAN 101R - First-Year Japanese 1,LAJ1201 - Japanese 1,National University of Singapore ,2018,
Systems Design Engineering ,SE 350,SE 350 - Operating Systems,CS2106 - Introduction to Operating Systems,National University of Singapore ,2018,
Systems Design Engineering ,STAT 333,STAT 333 - Applied Probability,ST3236 - Stochastic Processes 1,National University of Singapore ,2020,
Systems Design Engineering ,SYDE 312,SYDE 312 - Applied Linear Algebra,MA2101 - Linear Algebra II,National University of Singapore ,2020,
Systems Design Engineering ,SYDE 312,SYDE 312 - Applied Linear Algebra,MA2101 - Linear Algebra II,National University of Singapore ,2020,
Systems Design Engineering ,SYDE 322,SYDE 322 - Software Design,CS2103 - Software Engineering,National University of Singapore ,2018,
Systems Design Engineering ,SYDE 322,SYDE 322 - Software Design,CS2103 - Software Engineering,National University of Singapore ,2018,
Systems Design Engineering ,SYDE 322,SYDE 322 - Software Design,CS2103 - Software Engineering,National University of Singapore ,2018,
Systems Design Engineering ,SYDE 322,SYDE 322 - Software Design,CS2103 - Software Engineering,National University of Singapore ,2018,
Systems Design Engineering ,SYDE 332,SYDE 332 - Software Design,CS2103 - Software Engineering,National University of Singapore ,2018,
Systems Design Engineering ,SYDE 334,SYDE 334 - Applied Statistics,ST3131 - Regression Analysis,National University of Singapore ,2020,
Systems Design Engineering ,SYDE 334,SYDE 334 - Applied Statistics,ST3131 - Regression Analysis,National University of Singapore ,2020,
Systems Design Engineering ,SYDE 334,SYDE 334 - Applied Statistics,ST3131 - Regression Analysis,National University of Singapore ,2018,
Systems Design Engineering ,SYDE 334,SYDE 334 - Applied Statistics,ST3131 - Regression Analysis,National University of Singapore ,2018,
Systems Design Engineering ,SYDE 334,SYDE 334 - Applied Statistics,ST3131 - Regression Analysis,National University of Singapore ,2018,
Systems Design Engineering ,SYDE 334,SYDE 334 - Applied Statistics,ST3131 - Regression Analysis,National University of Singapore ,2018,
Systems Design Engineering ,SYDE 352,SYDE 352 - Introduction to Control Systems,ME2142 - Feedback Control Systems,National University of Singapore ,2020,
Systems Design Engineering ,SYDE 352,SYDE 352 - Introduction to Control Systems,ME2142 - Feedback Control Systems,National University of Singapore ,2020,
Systems Design Engineering ,SYDE 352,SYDE 352 - Introduction to Control Systems,EE3331C - Feedback Control Systems,National University of Singapore ,2018,
Systems Design Engineering ,SYDE 352,SYDE 352 - Introduction to Control Systems,EE3331C - Feedback Control Systems,National University of Singapore ,2018,
Systems Design Engineering ,SYDE 352,SYDE 352 - Introduction to Control Systems,EE3331C - Feedback Control Systems,National University of Singapore ,2018,
Systems Design Engineering ,SYDE 352,SYDE 352 - Introduction to Control Systems,EE3331C - Feedback Control Systems,National University of Singapore ,2018,
Systems Design Engineering ,SYDE 352,SYDE 352 - Introduction to Control Systems,EE3331C - Feedback Control Systems,National University of Singapore ,2018,
Systems Design Engineering ,SYDE 352,SYDE 352 - Introduction to Control Systems,EE3331C - Feedback Control Systems,National University of Singapore ,2018,
Systems Design Engineering ,SYDE 362,SYDE 362 - Systems Design Methods 2,ESP3903 - Major Design Project 2,National University of Singapore ,2020,
Systems Design Engineering ,SYDE 362,SYDE 362 - Systems Design Methods 2,ESP3903 - Major Design Project 2,National University of Singapore ,2020,
Systems Design Engineering ,SYDE 362,SYDE 362 - Systems Design Methods 2,ESP3903 - Major Design Project 2,National University of Singapore ,2020,
Systems Design Engineering ,SYDE 362,SYDE 362 - Systems Design Methods 2: Testing  Verification  and Validation,ESP3903 - Major Design Project 2,National University of Singapore ,2020,
Systems Design Engineering ,SYDE 362,SYDE 362 - Systems Design Workshop 1,ESP3903 - Major Design Project 2,National University of Singapore ,2018,
Systems Design Engineering ,SYDE 362,SYDE 362 - Systems Design Workshop 1,ESP3903 - Major Design Project 2,National University of Singapore ,2018,
Systems Design Engineering ,SYDE 362,SYDE 362 - Systems Design Workshop 1,ESP3903 - Major Design Project 2,National University of Singapore ,2018,
Systems Design Engineering ,SYDE 362,SYDE 362 - Systems Design Workshop 1,ESP3903 - Major Design Project 2,National University of Singapore ,2018,
Systems Design Engineering ,SYDE 362,SYDE 362 - Systems Design Workshop 1,ESP3903 - Major Design Project 2,National University of Singapore ,2018,
